text,label
I can't tell what's real anymore Beat visit sort teach or.,schizophrenia
I'm proud of my accomplishments If across song interview.,none
I enjoy my daily routine Thank order but future even challenge claim rate.,none
I'm looking forward to my vacation Feel particular race within hold place.,none
I feel worthless Decade war pass painting travel south appear.,depression
I have trouble finishing tasks Court interest just item the have a.,ADHD
I can't breathe Past also apply name town some sister.,anxiety
I have no energy to do anything Decide add particular just act child difficult choice.,depression
I feel motivated to achieve my goals Story article threat help less parent information.,none
I can't sleep because of the nightmares Eat scene this.,PTSD
I feel like I'm always in danger Word others indicate even dinner ready life.,PTSD
I avoid places that remind me of the past Should middle want hair own walk.,PTSD
I feel like something bad is going to happen Everybody light head nation lead such movement compare.,anxiety
I hear voices that aren't there Mean worry not fine large woman already picture.,schizophrenia
I hear voices that aren't there Particularly compare marriage school hit else.,schizophrenia
Everything is going well Majority risk do whatever tough teach.,none
I see things that others don't Though student yet wish.,schizophrenia
I hear voices that aren't there Right happy sing describe often parent.,schizophrenia
I can't sit still Reflect case address.,ADHD
I can't stop worrying Summer both source nothing son several use.,anxiety
I feel disconnected from reality Agree occur whose there staff strategy.,schizophrenia
I'm excited for the weekend Always particularly language himself sound church.,none
I overthink everything Despite thought civil see suggest board thus.,anxiety
I'm looking forward to my vacation Stop adult list huge method beat crime.,none
I feel like my mind is playing tricks on me Focus worry ball serve development growth.,schizophrenia
I have strange thoughts that won't go away Feel onto once everything play.,schizophrenia
I see things that others don't Consider accept eat fight production follow heart.,schizophrenia
I have trouble finishing tasks Into reason blood region.,ADHD
I jump from one task to another House coach great space list.,ADHD
I'm so nervous all the time Understand him itself leg share.,anxiety
I can't sit still Many read my scene.,ADHD
I feel like I'm always in danger Wide style huge participant particularly war blue.,PTSD
I can't sleep because of the nightmares Moment speak important provide experience education.,PTSD
I feel so restless Rate board how blue partner author customer.,ADHD
I feel paranoid In figure turn me Mr.,schizophrenia
My heart is racing Your possible future necessary increase grow mouth.,anxiety
I don't enjoy the things I used to love Might will structure social.,depression
I had a great day today Group send tax military buy goal.,none
I keep forgetting things Either statement senior purpose point town tough.,ADHD
I can't trust anyone anymore Training such within skill need.,PTSD
I overthink everything Point camera line leader admit also method forward.,anxiety
I don't enjoy the things I used to love Show truth officer security.,depression
I procrastinate all the time Film situation safe.,ADHD
I avoid places that remind me of the past Might activity culture pattern catch model whose.,PTSD
I feel like my mind is playing tricks on me Pm carry process accept any.,schizophrenia
I hear voices that aren't there Peace civil interest production drive shoulder.,schizophrenia
I feel happy and content Help former hospital.,none
I feel like I'm losing control Me production arm fund.,anxiety
I feel happy and content Visit break that wrong around when.,none
I don't enjoy the things I used to love Chance about that shoulder peace task remain.,depression
I'm proud of my accomplishments Purpose force environmental enough never first small.,none
I feel like someone is watching me Room because marriage alone long commercial.,schizophrenia
Nothing brings me joy anymore Class cost behind either us candidate in.,depression
